PIB File Number,Date Occurred,Originating Bureau,Division level,Division,Unit,Working Status,Shift,Investigation status,Disposition,Service Type,Light Condition,Weather Condition,Use of Force Type,Use of Force Level,Subject Influencing Factors,Use of Force Effective,Officer Race/Ethnicity,Officer Gender,Officer Age,Officer Years of Service,Distance Between,Subject Gender,Subject Ethnicity,Subject Age,Subject Build,Subject Height,Subject Injured,Subject Hospitalized,Subject Arrested,Subject Arrest Charges,Use of Force Reason,Officer Injured
FTN2019-0402,12/26/2019,FOB - Field Operations Bureau,1st District,C Platoon,Patrol,Regular Working,Between 11pm-7am,Completed,UOF Justified,Arresting,Good,Clear Conditions,Firearm (Exhibited),L1,Unknown,Yes,White,Male,31,0,4 feet to 6 feet,Male,Black,15,,,No,No,No,,Flight from an Officer,No
FTN2019-0403,12/29/2019,FOB - Field Operations Bureau,5th District,B Platoon,Patrol,Regular Working,Between 3pm-11pm,Completed,UOF Justified,Call for Service,Good,Clear Conditions,Takedown (no injury),L1,Mentally unstable,Yes,White,Male,34,0,0 feet to 1 feet,Male,Black,14,,,No,Yes,No,,refuse verbal commands,No
FTN2019-0380,12/6/2019,FOB - Field Operations Bureau,6th District,D.I.U.,,Regular Working,Between 11pm-7am,Completed,UOF Justified,Call for Service,Poor,Clear Conditions,Firearm (Exhibited),L1,Mentally unstable,Yes,White,Male,44,0,1 feet to 3 feet,Female,Black,46,Small,5'4'' to 5'6'',No,Yes,No,,Weapon Exhibited,No
FTN2020-0152,4/19/2020,FOB - Field Operations Bureau,7th District,C Platoon,Patrol,Regular Working,Between 11pm-7am,Completed,UOF Justified With Policy Violation,Call for Service,,,Firearm (Exhibited),L1,Unknown,Yes,Black,Male,34,0,15 feet to 18 feet,Male,Black,20,Medium,5'7'' to 5'9'',No,No,Yes,,refuse verbal commands,No
FTN2020-0152,4/19/2020,FOB - Field Operations Bureau,7th District,C Platoon,Patrol,Regular Working,Between 11pm-7am,Completed,UOF Justified With Policy Violation,Call for Service,,,Firearm (Exhibited),L1,Unknown,Yes,White,Male,32,0,15 feet to 18 feet,Male,Black,20,Medium,5'7'' to 5'9'',No,No,Yes,,refuse verbal commands,No
FTN2020-0022,1/21/2020,FOB - Field Operations Bureau,1st District,B Platoon,Patrol,Regular Working,Between 3pm-11pm,Completed,UOF Justified,Traffic Stop,Poor,Clear Conditions,Firearm (Exhibited),L1,Unknown,Yes,White,Male,37,0,4 feet to 6 feet,Male,Black,37,Medium,5'10'' to 6'0'',No,No,Yes,,refuse verbal commands,No
FTN2020-0023,1/22/2020,FOB - Field Operations Bureau,1st District,B Platoon,Patrol,Regular Working,Between 3pm-11pm,Completed,UOF Justified,Arresting,Good,Clear Conditions,Takedown (no injury),L1,Unknown,Yes,White,Male,26,0,0 feet to 1 feet,Male,Black,32,Medium,5'10'' to 6'0'',No,Yes,Yes,,Battery on Police Officer,No
FTN2020-0024,1/23/2020,FOB - Field Operations Bureau,2nd District,B Platoon,patrol,Unknown Working Status,Between 3pm-11pm,Completed,UOF Justified,Call for Service,Good,Clear Conditions,Takedown (no injury),L1,Unknown,Yes,White,Male,46,0,0 feet to 1 feet,Male,Black,52,Medium,5'7'' to 5'9'',No,No,Yes,,Resisting Lawful Arrest,No
FTN2020-0027,1/25/2020,FOB - Field Operations Bureau,8th District,Staff,,Regular Working,Between 7am-3pm,Completed,UOF Justified,Arresting,Good,Clear Conditions,Force (Escort Tech),L1,Unknown,Yes,White,Male,58,0,0 feet to 1 feet,Male,White,54,Large,5'7'' to 5'9'',Yes,No,No,,Resisting Lawful Arrest,No
FTN2020-0027,1/25/2020,FOB - Field Operations Bureau,8th District,Staff,,Regular Working,Between 7am-3pm,Completed,UOF Justified,Arresting,Good,Clear Conditions,Force (Escort Tech),L1,Unknown,Yes,White,Male,36,0,0 feet to 1 feet,Male,White,54,Large,5'7'' to 5'9'',Yes,No,No,,Resisting Lawful Arrest,No
FTN2020-0001,1/1/2020,FOB - Field Operations Bureau,Police Recruits,B Platoon,Patrol,Regular Working,Between 3pm-11pm,Completed,UOF Justified,Call for Service,,,Firearm (Exhibited),L1,Unknown,Yes,White,Male,27,0,1 feet to 3 feet,Male,Black,45,Small,5'10'' to 6'0'',No,No,Yes,,refuse verbal commands,No
FTN2020-0002,1/1/2020,FOB - Field Operations Bureau,Alternative Police Response,A Platoon,Patrol,Regular Working,Between 7am-3pm,Completed,UOF Justified,Arresting,Good,Clear Conditions,Hands,L1,Unknown,Yes,White,Male,46,0,0 feet to 1 feet,Male,Black,57,Small,5'10'' to 6'0'',No,Yes,Yes,,Resisting Lawful Arrest,No
FTN2020-0002,1/1/2020,FOB - Field Operations Bureau,Alternative Police Response,A Platoon,Patrol,Regular Working,Between 7am-3pm,Completed,UOF Justified,Arresting,Good,Clear Conditions,Hands,L1,Unknown,Yes,Black,Male,50,0,0 feet to 1 feet,Male,Black,57,Small,5'10'' to 6'0'',No,Yes,Yes,,Resisting Lawful Arrest,No
FTN2020-0002,1/1/2020,FOB - Field Operations Bureau,Alternative Police Response,A Platoon,Patrol,Regular Working,Between 7am-3pm,Completed,UOF Justified,Arresting,Good,Clear Conditions,Hands,L1,Unknown,Yes,Black,Female,30,0,0 feet to 1 feet,Male,Black,57,Small,5'10'' to 6'0'',No,Yes,Yes,,Resisting Lawful Arrest,No
FTN2020-0004,5/28/2020,FOB - Field Operations Bureau,8th District,Task Force,B,,,Completed,,Call for Service,,,CEW Deployment,L2,Unknown,Yes,White,Male,36,0,0 feet to 1 feet,Male,White,23,Medium,5'10'' to 6'0'',Yes,Yes,Yes,,Battery on Police Officer,Yes
FTN2020-0004,5/28/2020,FOB - Field Operations Bureau,8th District,Task Force,B,,,Completed,,Call for Service,,,Hands,L1,Unknown,Yes,White,Male,31,0,0 feet to 1 feet,Male,White,23,Medium,5'10'' to 6'0'',Yes,Yes,Yes,,Battery on Police Officer,Yes
FTN2020-0007,1/7/2020,FOB - Field Operations Bureau,4th District,1st Platoon,Patrol,Regular Working,Between 7am-3pm,Completed,UOF Justified,Call for Service,,,Firearm (Exhibited),L1,Unknown,Yes,White,Male,31,0,1 feet to 3 feet,Male,Black,32,Medium,5'10'' to 6'0'',No,No,Yes,,Other,No
FTN2020-0007,1/7/2020,FOB - Field Operations Bureau,4th District,1st Platoon,Patrol,Regular Working,Between 7am-3pm,Completed,UOF Justified,Call for Service,,,Firearm (Exhibited),L1,Unknown,Yes,White,Male,29,0,1 feet to 3 feet,Male,Black,32,Medium,5'10'' to 6'0'',No,No,Yes,,Other,No
FTN2020-0155,5/27/2020,FOB - Field Operations Bureau,5th District,B Platoon,Patrol,Regular Working,Between 3pm-11pm,Completed,UOF Justified,Call for Service,Good,Clear Conditions,CEW Deployment,L2,Mentally unstable,No,Black,Male,25,0,,Male,Black,46,Large,,Yes,Yes,No,,Battery on Police Officer,No
FTN2020-0155,5/27/2020,FOB - Field Operations Bureau,5th District,B Platoon,Patrol,Regular Working,Between 3pm-11pm,Completed,UOF Justified,Call for Service,Good,Clear Conditions,CEW Deployment,L2,Mentally unstable,Limited,Black,Male,28,0,,Male,Black,46,Large,,Yes,Yes,No,,Battery on Police Officer,No
FTN2020-0009,1/9/2020,FOB - Field Operations Bureau,8th District,B Platoon,Patrol,Regular Working,Between 3pm-11pm,Completed,UOF Justified,Call for Service,Good,Clear Conditions,Firearm (Exhibited),L1,Unknown,Yes,Black,Male,27,0,15 feet to 18 feet,Male,Black,56,,,No,No,Yes,,Tactical Deployments,No
FTN2020-0009,1/9/2020,FOB - Field Operations Bureau,8th District,B Platoon,Patrol,Regular Working,Between 3pm-11pm,Completed,UOF Justified,Call for Service,,,Firearm (Exhibited),L1,,Yes,Black,Male,27,0,,Male,Black,56,,,No,No,Yes,,Tactical Deployments,No
FTN2020-0149,5/21/2020,FOB - Field Operations Bureau,8th District,B Platoon,Patrol,Regular Working,Between 3pm-11pm,Completed,UOF Justified,Arresting,Good,Clear Conditions,Takedown (no injury),L1,Unknown Drugs,No,White,Male,,0,0 feet to 1 feet,Male,Black,23,Small,5'4'' to 5'6'',No,No,Yes,,Resisting Lawful Arrest,No
FTN2020-0036,1/20/2020,FOB - Field Operations Bureau,5th District,B Platoon,Patrol,Regular Working,Between 3pm-11pm,Completed,UOF Justified,Call for Service,Good,Clear Conditions,Firearm (Exhibited),L1,Unknown,Yes,White,Male,28,0,11 feet to 14 feet,Male,Black,26,Small,5'7'' to 5'9'',No,No,Yes,,Flight from an Officer,No
FTN2020-0037,2/4/2020,FOB - Field Operations Bureau,7th District,A Platoon,Patrol,Regular Working,Between 7am-3pm,Completed,UOF Justified,Call for Service,Poor,Clear Conditions,CEW Deployment,L2,Unknown,Yes,Black,Male,37,0,11 feet to 14 feet,Male,Black,18,Small,5'4'' to 5'6'',No,Yes,Yes,,Flight from an Officer,Yes
FTN2020-0037,2/4/2020,FOB - Field Operations Bureau,7th District,A Platoon,Patrol,Regular Working,Between 7am-3pm,Completed,UOF Justified,Call for Service,Poor,Clear Conditions,Firearm (Exhibited),L1,Unknown,No,Black,Male,37,0,11 feet to 14 feet,Male,Black,18,Small,5'4'' to 5'6'',No,Yes,Yes,,Flight from an Officer,Yes
FTN2020-0037,2/4/2020,FOB - Field Operations Bureau,7th District,A Platoon,Patrol,Regular Working,Between 7am-3pm,Completed,UOF Justified,Call for Service,Poor,Clear Conditions,Firearm (Exhibited),L1,Unknown,No,Black,Male,23,0,11 feet to 14 feet,Male,Black,18,Small,5'4'' to 5'6'',No,Yes,Yes,,Flight from an Officer,Yes
FTN2020-0037,2/4/2020,FOB - Field Operations Bureau,7th District,A Platoon,Patrol,Regular Working,Between 7am-3pm,Completed,UOF Justified,Call for Service,Poor,Clear Conditions,Force (Escort Tech),L1,Unknown,No,White,Male,27,0,11 feet to 14 feet,Male,Black,18,Small,5'4'' to 5'6'',No,Yes,Yes,,Flight from an Officer,Yes
FTN2020-0157,5/29/2020,FOB - Field Operations Bureau,1st District,C Platoon,Patrol,Regular Working,Between 11pm-7am,Completed,UOF Justified,Arresting,Poor,Other,Firearm (Exhibited),L1,None detected,Yes,,Male,,0,11 feet to 14 feet,Male,Black,17,Medium,5'10'' to 6'0'',No,Yes,Yes,,refuse verbal commands,No
FTN2020-0197,7/6/2020,FOB - Field Operations Bureau,1st District,C Platoon,Patrol,Regular Working,Between 11pm-7am,Completed,UOF Justified,Call for Service,Poor,Clear Conditions,CEW Deployment,L2,None detected,Yes,White,Male,27,0,4 feet to 6 feet,Male,Black,17,Small,5'4'' to 5'6'',No,Yes,Yes,,Flight from an Officer,No
FTN2020-0197,7/6/2020,FOB - Field Operations Bureau,1st District,C Platoon,Patrol,Regular Working,Between 11pm-7am,Completed,UOF Justified,Call for Service,Poor,Clear Conditions,Firearm (Exhibited),L1,None detected,No,White,Male,27,0,4 feet to 6 feet,Male,Black,17,Small,5'4'' to 5'6'',No,Yes,Yes,,Flight from an Officer,No
FTN2020-0197,7/6/2020,FOB - Field Operations Bureau,1st District,C Platoon,Patrol,Regular Working,Between 11pm-7am,Completed,UOF Justified,Call for Service,Poor,Clear Conditions,Firearm (Exhibited),L1,None detected,Yes,White,Male,37,0,4 feet to 6 feet,Male,Black,17,Small,5'4'' to 5'6'',No,Yes,Yes,,Flight from an Officer,No
FTN2020-0156,5/29/2020,FOB - Field Operations Bureau,3rd District,C Platoon,Patrol,Regular Working,Between 11pm-7am,Completed,UOF Justified,Arresting,Poor,Clear Conditions,Firearm (Exhibited),L1,None detected,Yes,White,Male,36,0,1 feet to 3 feet,Male,Black,25,Medium,5'7'' to 5'9'',No,Yes,Yes,,Resisting Lawful Arrest,Yes
FTN2020-0029,1/26/2020,FOB - Field Operations Bureau,2nd District,C Platoon,Patrol,Regular Working,Between 11pm-7am,Completed,UOF Justified,Call for Service,Good,Clear Conditions,Firearm (Exhibited),L1,None detected,Yes,Black,Female,38,0,4 feet to 6 feet,Male,Black,15,Medium,5'4'' to 5'6'',No,No,Yes,,Flight from an Officer,No
FTN2020-0029,1/26/2020,FOB - Field Operations Bureau,2nd District,C Platoon,Patrol,Regular Working,Between 11pm-7am,Completed,UOF Justified,Call for Service,Good,Clear Conditions,Firearm (Exhibited),L1,None detected,Yes,Black,Female,38,0,4 feet to 6 feet,Male,Black,15,Medium,5'4'' to 5'6'',No,No,Yes,,Flight from an Officer,No
FTN2020-0029,1/26/2020,FOB - Field Operations Bureau,2nd District,C Platoon,Patrol,Regular Working,Between 11pm-7am,Completed,UOF Justified,Call for Service,Good,Clear Conditions,Firearm (Exhibited),L1,None detected,Yes,White,Male,51,0,4 feet to 6 feet,Male,Black,15,Medium,5'4'' to 5'6'',No,No,Yes,,Flight from an Officer,No
FTN2020-0029,1/26/2020,FOB - Field Operations Bureau,2nd District,C Platoon,Patrol,Regular Working,Between 11pm-7am,Completed,UOF Justified,Call for Service,Good,Clear Conditions,Firearm (Exhibited),L1,None detected,No,Black,Male,48,0,4 feet to 6 feet,Male,Black,15,Medium,5'4'' to 5'6'',No,No,Yes,,Flight from an Officer,No
FTN2020-0154,5/27/2020,FOB - Field Operations Bureau,8th District,A Platoon,Patrol,Regular Working,Between 7am-3pm,Completed,UOF Justified,Arresting,Good,Clear Conditions,Takedown (w/injury),L2,Unknown,Yes,Hispanic,Male,40,0,0 feet to 1 feet,Female,Black,42,Large,5'10'' to 6'0'',Yes,Yes,Yes,,Battery on Police Officer,No
ftn2020-0038,2/5/2020,FOB - Field Operations Bureau,7th District,B Platoon,Patrol,Regular Working,Between 3pm-11pm,Completed,UOF Justified,Call for Service,Good,Clear Conditions,Firearm (Exhibited),L1,Unknown,No,Black,Female,43,0,15 feet to 18 feet,Male,Black,40,Large,6'1'' to 6'3'',No,No,Yes,,Flight from an Officer,No
FTN2020-0039,3/3/2020,FOB - Field Operations Bureau,Special Operations Division,Tactical Section,1st Platoon,Regular Working,Between 7am-3pm,Completed,UOF Justified,Serving a Warrant,Good,Clear Conditions,Rifle (Pointed),L1,,Yes,White,Male,40,0,,Male,Black,21,,,No,No,Yes,,Tactical Deployments,No
FTN2020-0116,4/15/2020,FOB - Field Operations Bureau,2nd District,B Platoon,Patrol,Regular Working,Between 3pm-11pm,Completed,UOF Justified,Arresting,Good,Clear Conditions,Hands,L1,Unknown,Yes,Black,Male,45,0,0 feet to 1 feet,Male,White,28,Medium,5'10'' to 6'0'',No,No,Yes,,Resisting Lawful Arrest,No
FTN2020-0116,4/15/2020,FOB - Field Operations Bureau,2nd District,B Platoon,Patrol,Regular Working,Between 3pm-11pm,Completed,UOF Justified,Arresting,Good,Clear Conditions,Hands,L1,Unknown,Yes,White,Male,41,0,0 feet to 1 feet,Male,White,28,Medium,5'10'' to 6'0'',No,No,Yes,,Resisting Lawful Arrest,No
FTN2020-0032,1/30/2020,FOB - Field Operations Bureau,6th District,B Platoon,Patrol,Regular Working,Between 3pm-11pm,Completed,uof,Call for Service,,,Firearm (Exhibited),L1,,Yes,Black,Male,28,0,,Male,Black,26,,,No,No,Yes,,Resisting Lawful Arrest,No
FTN2020-0159,6/1/2020,FOB - Field Operations Bureau,5th District,C Platoon,Patrol,Regular Working,Between 11pm-7am,Completed,UOF Not Justified,Arresting,Poor,Clear Conditions,CEW,L4,Alchohol,Yes,Black,Male,58,0,1 feet to 3 feet,Male,Hispanic,34,Medium,6'1'' to 6'3'',No,Yes,Yes,,Resisting Lawful Arrest,No
FTN2020-0159,6/1/2020,FOB - Field Operations Bureau,5th District,C Platoon,Patrol,Regular Working,Between 11pm-7am,Completed,UOF Not Justified,Arresting,Poor,Clear Conditions,Hands,L1,Alchohol,No,Black,Male,,0,1 feet to 3 feet,Male,Hispanic,34,Medium,6'1'' to 6'3'',No,Yes,Yes,,Resisting Lawful Arrest,No
FTN2020-0162,6/4/2020,FOB - Field Operations Bureau,7th District,B Platoon,Patrol,Regular Working,Between 3pm-11pm,Completed,UOF Justified,Call for Service,Good,Clear Conditions,CEW Deployment,L2,Mentally unstable,No,Black,Male,57,0,7 feet to 10 feet,Male,Black,26,,,No,No,No,,refuse verbal commands,No
FTN2020-0161,6/3/2020,FOB - Field Operations Bureau,6th District,B Platoon,,Unknown Working Status,Unknown Shift Hours,Initial,Pending,Other,Good,Clear Conditions,Hands,L1,Unknown,No,White,Male,39,0,,Female,White,58,Medium,5'7'' to 5'9'',Yes,Yes,No,,Tactical Deployments,Yes
FTN2020-0161,6/3/2020,FOB - Field Operations Bureau,6th District,B Platoon,,Unknown Working Status,Unknown Shift Hours,Initial,Pending,Other,Good,Clear Conditions,Hands,L1,Unknown,No,White,Male,39,0,,Female,White,,Medium,5'7'' to 5'9'',Yes,Yes,No,,Tactical Deployments,Yes
FTN2020-0161,6/3/2020,FOB - Field Operations Bureau,6th District,B Platoon,,Unknown Working Status,Unknown Shift Hours,Initial,Pending,Other,Good,Clear Conditions,Hands,L1,Unknown,No,White,Male,39,0,,Female,White,21,Medium,5'7'' to 5'9'',Yes,Yes,No,,Tactical Deployments,Yes
FTN2020-0158,5/30/2020,FOB - Field Operations Bureau,8th District,B Platoon,Patrol,Regular Working,Between 3pm-11pm,Completed,UOF Justified,Pedestrian Stop,Good,Clear Conditions,Force (Escort Tech),L1,Alchohol,Yes,Black,Female,43,0,4 feet to 6 feet,Male,White,51,Medium,5'7'' to 5'9'',Yes,Yes,Yes,,Battery on Police Officer,Yes
FTN2020-0158,5/30/2020,FOB - Field Operations Bureau,8th District,B Platoon,Patrol,Regular Working,Between 3pm-11pm,Completed,UOF Justified,Pedestrian Stop,Good,Clear Conditions,CEW Deployment,L2,Alchohol,Yes,White,Female,34,0,4 feet to 6 feet,Male,White,51,Medium,5'7'' to 5'9'',Yes,Yes,Yes,,Battery on Police Officer,Yes
FTN2020-0164,6/10/2020,FOB - Field Operations Bureau,3rd District,B Platoon,Patrol,Regular Working,Between 3pm-11pm,Completed,UOF Justified,Arresting,Good,Clear Conditions,Force (Escort Tech),L1,None detected,No,Hispanic,Male,30,0,0 feet to 1 feet,Male,Black,28,Medium,6'1'' to 6'3'',Yes,Yes,Yes,,Resisting Lawful Arrest,Yes
FTN2020-0164,6/10/2020,FOB - Field Operations Bureau,3rd District,B Platoon,Patrol,Regular Working,Between 3pm-11pm,Completed,UOF Justified,Arresting,Good,Clear Conditions,Force (Escort Tech),L1,None detected,No,White,Female,29,0,0 feet to 1 feet,Male,Black,28,Medium,6'1'' to 6'3'',Yes,Yes,Yes,,Resisting Lawful Arrest,Yes
FTN2020-0164,6/10/2020,FOB - Field Operations Bureau,3rd District,B Platoon,Patrol,Regular Working,Between 3pm-11pm,Completed,UOF Justified,Arresting,Good,Clear Conditions,Force (Escort Tech),L1,None detected,No,Black,Male,31,0,0 feet to 1 feet,Male,Black,28,Medium,6'1'' to 6'3'',Yes,Yes,Yes,,Resisting Lawful Arrest,Yes
FTN2020-0164,6/10/2020,FOB - Field Operations Bureau,3rd District,B Platoon,Patrol,Regular Working,Between 3pm-11pm,Completed,UOF Justified,Arresting,Good,Clear Conditions,Takedown (w/injury),L2,None detected,Yes,Black,Male,31,0,0 feet to 1 feet,Male,Black,28,Medium,6'1'' to 6'3'',Yes,Yes,Yes,,Resisting Lawful Arrest,Yes
FTN2020-0164,6/10/2020,FOB - Field Operations Bureau,3rd District,B Platoon,Patrol,Regular Working,Between 3pm-11pm,Completed,UOF Justified,Arresting,Good,Clear Conditions,Force (Escort Tech),L1,None detected,No,White,Female,50,0,0 feet to 1 feet,Male,Black,28,Medium,6'1'' to 6'3'',Yes,Yes,Yes,,Resisting Lawful Arrest,Yes
FTN2020-0164,6/10/2020,FOB - Field Operations Bureau,3rd District,B Platoon,Patrol,Regular Working,Between 3pm-11pm,Completed,UOF Justified,Arresting,Good,Clear Conditions,Force (Escort Tech),L1,None detected,No,White,Female,30,0,0 feet to 1 feet,Male,Black,28,Medium,6'1'' to 6'3'',Yes,Yes,Yes,,Resisting Lawful Arrest,Yes
FTN2020-0164,6/10/2020,FOB - Field Operations Bureau,3rd District,B Platoon,Patrol,Regular Working,Between 3pm-11pm,Completed,UOF Justified,Arresting,Good,Clear Conditions,Takedown (w/injury),L2,None detected,Yes,White,Female,30,0,0 feet to 1 feet,Male,Black,28,Medium,6'1'' to 6'3'',Yes,Yes,Yes,,Resisting Lawful Arrest,Yes
FTN2020-0165,6/10/2020,FOB - Field Operations Bureau,6th District,Task Force,Task Force B,Regular Working,Between 3pm-11pm,Completed,UOF Justified,Arresting,Good,Clear Conditions,Firearm (Exhibited),L1,Unknown,Yes,White,Male,28,0,7 feet to 10 feet,Male,Black,41,Small,5'7'' to 5'9'',No,Yes,Yes,,Resisting Lawful Arrest,No
FTN2020-0166,6/13/2020,FOB - Field Operations Bureau,5th District,Staff,,Regular Working,Between 3pm-11pm,Completed,UOF Justified,Call for Service,Good,Clear Conditions,Firearm (Exhibited),L1,Unknown,Yes,White,Male,52,0,7 feet to 10 feet,Sex-Unk,,0,Large,5'7'' to 5'9'',No,No,Yes,,refuse verbal commands,No
FTN2020-0056,2/21/2020,FOB - Field Operations Bureau,7th District,B Platoon,Patrol,Regular Working,Between 3pm-11pm,Completed,UOF Not Justified,Traffic Stop,Poor,Clear Conditions,Firearm (Exhibited),L1,Unknown,No,Black,Female,32,0,0 feet to 1 feet,Male,Black,34,Medium,5'10'' to 6'0'',No,Yes,Yes,,refuse verbal commands,No
FTN2020-0056,2/21/2020,FOB - Field Operations Bureau,7th District,B Platoon,Patrol,Regular Working,Between 3pm-11pm,Completed,UOF Not Justified,Traffic Stop,Poor,Clear Conditions,CEW Deployment,L2,Unknown,Limited,White,Male,27,0,0 feet to 1 feet,Male,Black,34,Medium,5'10'' to 6'0'',No,Yes,Yes,,refuse verbal commands,No
FTN2020-0056,2/21/2020,FOB - Field Operations Bureau,7th District,B Platoon,Patrol,Regular Working,Between 3pm-11pm,Completed,UOF Not Justified,Traffic Stop,Poor,Clear Conditions,Head Strike (No Wep),L3,Unknown,No,White,Male,27,0,0 feet to 1 feet,Male,Black,34,Medium,5'10'' to 6'0'',No,Yes,Yes,,refuse verbal commands,No
FTN2020-0056,2/21/2020,FOB - Field Operations Bureau,7th District,B Platoon,Patrol,Regular Working,Between 3pm-11pm,Completed,UOF Not Justified,Traffic Stop,Poor,Clear Conditions,Force (Neck Holds),L4,Unknown,No,White,Male,27,0,0 feet to 1 feet,Male,Black,34,Medium,5'10'' to 6'0'',No,Yes,Yes,,refuse verbal commands,No
FTN2020-0056,2/21/2020,FOB - Field Operations Bureau,7th District,B Platoon,Patrol,Regular Working,Between 3pm-11pm,Completed,UOF Not Justified,Traffic Stop,Poor,Clear Conditions,Force (Defense Tech),L2,Unknown,Yes,White,Male,27,0,0 feet to 1 feet,Male,Black,34,Medium,5'10'' to 6'0'',No,Yes,Yes,,refuse verbal commands,No
FTN2020-0103,4/7/2020,FOB - Field Operations Bureau,2nd District,C Platoon,Patrol,Regular Working,Between 11pm-7am,Completed,UOF Justified,Call for Service,Good,Clear Conditions,Firearm (Exhibited),L1,None detected,Yes,White,Male,27,0,15 feet to 18 feet,Male,Black,27,Medium,5'10'' to 6'0'',No,No,No,,Other,No
